state,end_date,pollster_rating_name,poll_id,partisan,sample_size,methodology,population,candidate_name,pct,raw_sample_size,candidates_tested,poll_sample_size_weight,number_options,undecided,numeric_grade,pollster_wt,cumulative_poll_wt,methodology_simple,region_computed,region_census_big,region_census_small
National,2024-05-09,Morning Consult,86936,center/independent,1500,Online Panel,rv,Donald Trump,43.0,4000,Donald Trump Joe Biden,1.836678059957297,2,14.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
National,2024-05-09,RMG Research,86941,center/independent,1500,,lv,Robert F. Kennedy,11.0,2000,Donald Trump Joe Biden Robert F. Kennedy,1.409289650415634,3,8.0,2.34,1.0853222688953978,1.0853222688953978,Other,,,
National,2024-05-09,RMG Research,86941,center/independent,1500,,lv,Joe Biden,42.0,2000,Donald Trump Joe Biden Robert F. Kennedy,1.409289650415634,3,8.0,2.34,1.0853222688953978,1.0853222688953978,Other,,,
National,2024-05-09,RMG Research,86941,center/independent,1500,,lv,Donald Trump,39.0,2000,Donald Trump Joe Biden Robert F. Kennedy,1.409289650415634,3,8.0,2.34,1.0853222688953978,1.0853222688953978,Other,,,
Maryland,2024-05-08,Emerson College,86882,center/independent,1115,IVR/Online Panel/Text-to-Web,rv,Robert F. Kennedy,5.8,1115,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.0522591198053384,5,11.799999999999995,2.92,1.147097841545351,1.147097841545351,IVR/Mostly IVR,Northeast,Northeast,Middle Atlantic
Maryland,2024-05-08,Emerson College,86882,center/independent,1115,IVR/Online Panel/Text-to-Web,rv,Joe Biden,49.9,1115,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.0522591198053384,5,11.799999999999995,2.92,1.147097841545351,1.147097841545351,IVR/Mostly IVR,Northeast,Northeast,Middle Atlantic
Maryland,2024-05-08,Emerson College,86882,center/independent,1115,IVR/Online Panel/Text-to-Web,rv,Donald Trump,32.5,1115,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.0522591198053384,5,11.799999999999995,2.92,1.147097841545351,1.147097841545351,IVR/Mostly IVR,Northeast,Northeast,Middle Atlantic
Maryland,2024-05-07,Public Policy Polling,86881,left,719,IVR/Text,rv,Joe Biden,60.0,719,Donald Trump Joe Biden,0.8449863821963752,2,8.0,1.32,0.940585398419418,0.940585398419418,IVR/Mostly IVR,Northeast,Northeast,Middle Atlantic
Maryland,2024-05-07,Public Policy Polling,86881,left,719,IVR/Text,rv,Donald Trump,32.0,719,Donald Trump Joe Biden,0.8449863821963752,2,8.0,1.32,0.940585398419418,0.940585398419418,IVR/Mostly IVR,Northeast,Northeast,Middle Atlantic
National,2024-05-07,YouGov,86876,center/independent,1500,Online Panel,rv,Robert F. Kennedy,3.0,1598,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.2597189201151688,5,11.0,2.98,1.1529455986082322,0.8152556511150644,Online Non-Prob Panel,,,
National,2024-05-07,YouGov,86876,center/independent,1500,Online Panel,rv,Joe Biden,43.0,1598,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.2597189201151688,5,11.0,2.98,1.1529455986082322,0.8152556511150644,Online Non-Prob Panel,,,
National,2024-05-07,YouGov,86876,center/independent,1500,Online Panel,rv,Donald Trump,43.0,1598,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.2597189201151688,5,11.0,2.98,1.1529455986082322,0.8152556511150644,Online Non-Prob Panel,,,
North Carolina,2024-05-09,High Point University Survey Research Center,87012,center/independent,804,Online Panel,rv,Joe Biden,42.0,804,Donald Trump Joe Biden,0.8935385398207427,2,14.0,2.5,1.1034172062044894,1.1034172062044894,Online Non-Prob Panel,Southeast,South,South Atlantic
North Carolina,2024-05-09,High Point University Survey Research Center,87012,center/independent,804,Online Panel,rv,Donald Trump,44.0,804,Donald Trump Joe Biden,0.8935385398207427,2,14.0,2.5,1.1034172062044894,1.1034172062044894,Online Non-Prob Panel,Southeast,South,South Atlantic
National,2024-05-06,Morning Consult,86939,center/independent,1500,Online Panel,rv,Joe Biden,44.0,4000,Donald Trump Joe Biden,1.836678059957297,2,13.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
National,2024-05-06,Morning Consult,86939,center/independent,1500,Online Panel,rv,Donald Trump,43.0,4000,Donald Trump Joe Biden,1.836678059957297,2,13.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
National,2024-05-08,Big Village,86884,center/independent,1500,Online Panel,lv,Robert F. Kennedy,8.8,2867,Cornel West Donald Trump Joe Biden Robert F. Kennedy,1.6873264374313632,4,8.700000000000003,1.45,0.9629345075024468,0.9629345075024468,Online Non-Prob Panel,,,
National,2024-05-08,Big Village,86884,center/independent,1500,Online Panel,lv,Joe Biden,41.9,2867,Cornel West Donald Trump Joe Biden Robert F. Kennedy,1.6873264374313632,4,8.700000000000003,1.45,0.9629345075024468,0.9629345075024468,Online Non-Prob Panel,,,
National,2024-05-08,Big Village,86884,center/independent,1500,Online Panel,lv,Donald Trump,40.6,2867,Cornel West Donald Trump Joe Biden Robert F. Kennedy,1.6873264374313632,4,8.700000000000003,1.45,0.9629345075024468,0.9629345075024468,Online Non-Prob Panel,,,
National,2024-05-06,Ipsos,86932,center/independent,407,Probability Panel,rv,Joe Biden,46.5,407,Donald Trump Joe Biden,0.6357442916530309,2,10.0,2.79,1.1341116208309965,0.7481350624769298,Online Prob Panel,,,
National,2024-05-06,Ipsos,86932,center/independent,407,Probability Panel,rv,Donald Trump,43.5,407,Donald Trump Joe Biden,0.6357442916530309,2,10.0,2.79,1.1341116208309965,0.7481350624769298,Online Prob Panel,,,
North Carolina,2024-05-05,Cygnal,86883,center/independent,600,Live Phone,lv,Robert F. Kennedy,8.8,600,Donald Trump Joe Biden Robert F. Kennedy,0.7718997315912125,3,10.5,2.11,1.0576095494602245,1.0576095494602245,Live Phone,Southeast,South,South Atlantic
North Carolina,2024-05-05,Cygnal,86883,center/independent,600,Live Phone,lv,Joe Biden,38.1,600,Donald Trump Joe Biden Robert F. Kennedy,0.7718997315912125,3,10.5,2.11,1.0576095494602245,1.0576095494602245,Live Phone,Southeast,South,South Atlantic
North Carolina,2024-05-05,Cygnal,86883,center/independent,600,Live Phone,lv,Donald Trump,42.6,600,Donald Trump Joe Biden Robert F. Kennedy,0.7718997315912125,3,10.5,2.11,1.0576095494602245,1.0576095494602245,Live Phone,Southeast,South,South Atlantic
Wisconsin,2024-05-06,Quinnipiac University,86879,center/independent,1457,Live Phone,rv,Robert F. Kennedy,12.0,1457,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.2028598824147971,5,9.0,2.83,1.138154863636792,1.138154863636792,Live Phone,Rust Belt,Midwest,East North Central
Wisconsin,2024-05-06,Quinnipiac University,86879,center/independent,1457,Live Phone,rv,Joe Biden,40.0,1457,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.2028598824147971,5,9.0,2.83,1.138154863636792,1.138154863636792,Live Phone,Rust Belt,Midwest,East North Central
Wisconsin,2024-05-06,Quinnipiac University,86879,center/independent,1457,Live Phone,rv,Donald Trump,39.0,1457,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.2028598824147971,5,9.0,2.83,1.138154863636792,1.138154863636792,Live Phone,Rust Belt,Midwest,East North Central
National,2024-05-08,Clarity Campaign Labs,87128,center/independent,1076,Online Panel,rv,Joe Biden,46.0,1076,Donald Trump Joe Biden,1.033692583652179,2,5.0,1.57,0.9822672464524512,0.9822672464524512,Online Non-Prob Panel,,,
National,2024-05-08,Clarity Campaign Labs,87128,center/independent,1076,Online Panel,rv,Donald Trump,49.0,1076,Donald Trump Joe Biden,1.033692583652179,2,5.0,1.57,0.9822672464524512,0.9822672464524512,Online Non-Prob Panel,,,
Pennsylvania,2024-05-04,Redfield & Wilton Strategies,86908,center/independent,509,Online Panel,lv,Robert F. Kennedy,7.0,509,Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7109583445087438,4,9.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Rust Belt,Midwest,Middle Atlantic
Pennsylvania,2024-05-04,Redfield & Wilton Strategies,86908,center/independent,509,Online Panel,lv,Joe Biden,41.0,509,Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7109583445087438,4,9.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Rust Belt,Midwest,Middle Atlantic
Pennsylvania,2024-05-04,Redfield & Wilton Strategies,86908,center/independent,509,Online Panel,lv,Donald Trump,43.0,509,Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7109583445087438,4,9.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Rust Belt,Midwest,Middle Atlantic
North Carolina,2024-05-04,Redfield & Wilton Strategies,86907,center/independent,553,Online Panel,lv,Robert F. Kennedy,7.0,553,Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7410505439168933,4,12.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Southeast,South,South Atlantic
North Carolina,2024-05-04,Redfield & Wilton Strategies,86907,center/independent,553,Online Panel,lv,Joe Biden,37.0,553,Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7410505439168933,4,12.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Southeast,South,South Atlantic
North Carolina,2024-05-04,Redfield & Wilton Strategies,86907,center/independent,553,Online Panel,lv,Donald Trump,44.0,553,Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7410505439168933,4,12.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Southeast,South,South Atlantic
Michigan,2024-05-04,Redfield & Wilton Strategies,86906,center/independent,522,Online Panel,lv,Robert F. Kennedy,7.0,522,Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7199801387528754,4,13.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Rust Belt,Midwest,East North Central
Michigan,2024-05-04,Redfield & Wilton Strategies,86906,center/independent,522,Online Panel,lv,Joe Biden,37.0,522,Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7199801387528754,4,13.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Rust Belt,Midwest,East North Central
Michigan,2024-05-04,Redfield & Wilton Strategies,86906,center/independent,522,Online Panel,lv,Donald Trump,43.0,522,Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7199801387528754,4,13.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Rust Belt,Midwest,East North Central
Georgia,2024-05-04,Redfield & Wilton Strategies,86905,center/independent,486,Online Panel,lv,Robert F. Kennedy,5.0,486,Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.6947097584320913,4,14.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Southeast,South,South Atlantic
Georgia,2024-05-04,Redfield & Wilton Strategies,86905,center/independent,486,Online Panel,lv,Joe Biden,38.0,486,Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.6947097584320913,4,14.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Southeast,South,South Atlantic
Georgia,2024-05-04,Redfield & Wilton Strategies,86905,center/independent,486,Online Panel,lv,Donald Trump,43.0,486,Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.6947097584320913,4,14.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Southeast,South,South Atlantic
Florida,2024-05-04,Redfield & Wilton Strategies,86904,center/independent,586,Online Panel,lv,Robert F. Kennedy,6.0,586,Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7628410806971564,4,9.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Southeast,South,South Atlantic
Florida,2024-05-04,Redfield & Wilton Strategies,86904,center/independent,586,Online Panel,lv,Joe Biden,38.0,586,Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7628410806971564,4,9.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Southeast,South,South Atlantic
Florida,2024-05-04,Redfield & Wilton Strategies,86904,center/independent,586,Online Panel,lv,Donald Trump,47.0,586,Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7628410806971564,4,9.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Southeast,South,South Atlantic
Arizona,2024-05-04,Redfield & Wilton Strategies,86903,center/independent,529,Online Panel,lv,Robert F. Kennedy,7.0,529,Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7247915154127426,4,7.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Southwest,West,Southwest
Arizona,2024-05-04,Redfield & Wilton Strategies,86903,center/independent,529,Online Panel,lv,Joe Biden,42.0,529,Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7247915154127426,4,7.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Southwest,West,Southwest
Arizona,2024-05-04,Redfield & Wilton Strategies,86903,center/independent,529,Online Panel,lv,Donald Trump,44.0,529,Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7247915154127426,4,7.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Southwest,West,Southwest
Wisconsin,2024-05-09,The New York Times/Siena College,86902,center/independent,614,Live Phone,lv,Joe Biden,46.0,614,Donald Trump Joe Biden,0.7808533004745297,2,7.0,3.0,1.1548752214234834,1.1548752214234834,Live Phone,Rust Belt,Midwest,East North Central
Wisconsin,2024-05-09,The New York Times/Siena College,86902,center/independent,614,Live Phone,lv,Donald Trump,47.0,614,Donald Trump Joe Biden,0.7808533004745297,2,7.0,3.0,1.1548752214234834,1.1548752214234834,Live Phone,Rust Belt,Midwest,East North Central
Pennsylvania,2024-05-09,The New York Times/Siena College,86901,center/independent,1023,Live Phone,lv,Joe Biden,45.0,1023,Donald Trump Joe Biden,1.0079130808507988,2,7.0,3.0,1.1548752214234834,1.1548752214234834,Live Phone,Rust Belt,Midwest,Middle Atlantic
Pennsylvania,2024-05-09,The New York Times/Siena College,86901,center/independent,1023,Live Phone,lv,Donald Trump,48.0,1023,Donald Trump Joe Biden,1.0079130808507988,2,7.0,3.0,1.1548752214234834,1.1548752214234834,Live Phone,Rust Belt,Midwest,Middle Atlantic
Nevada,2024-05-09,The New York Times/Siena College,86900,center/independent,614,Live Phone,lv,Joe Biden,38.0,614,Donald Trump Joe Biden,0.7808533004745297,2,11.0,3.0,1.1548752214234834,1.1548752214234834,Live Phone,Southwest,West,Southwest
Nevada,2024-05-09,The New York Times/Siena College,86900,center/independent,614,Live Phone,lv,Donald Trump,51.0,614,Donald Trump Joe Biden,0.7808533004745297,2,11.0,3.0,1.1548752214234834,1.1548752214234834,Live Phone,Southwest,West,Southwest
Michigan,2024-05-09,The New York Times/Siena College,86899,center/independent,616,Live Phone,lv,Joe Biden,47.0,616,Donald Trump Joe Biden,0.7821240145787206,2,7.0,3.0,1.1548752214234834,1.1548752214234834,Live Phone,Rust Belt,Midwest,East North Central
Michigan,2024-05-09,The New York Times/Siena College,86899,center/independent,616,Live Phone,lv,Donald Trump,46.0,616,Donald Trump Joe Biden,0.7821240145787206,2,7.0,3.0,1.1548752214234834,1.1548752214234834,Live Phone,Rust Belt,Midwest,East North Central
Georgia,2024-05-09,The New York Times/Siena College,86898,center/independent,604,Live Phone,lv,Joe Biden,41.0,604,Donald Trump Joe Biden,0.7744684565998303,2,9.0,3.0,1.1548752214234834,1.1548752214234834,Live Phone,Southeast,South,South Atlantic
Georgia,2024-05-09,The New York Times/Siena College,86898,center/independent,604,Live Phone,lv,Donald Trump,50.0,604,Donald Trump Joe Biden,0.7744684565998303,2,9.0,3.0,1.1548752214234834,1.1548752214234834,Live Phone,Southeast,South,South Atlantic
Arizona,2024-05-09,The New York Times/Siena College,86897,center/independent,626,Live Phone,lv,Joe Biden,43.0,626,Donald Trump Joe Biden,0.7884468661708143,2,8.0,3.0,1.1548752214234834,1.1548752214234834,Live Phone,Southwest,West,Southwest
Arizona,2024-05-09,The New York Times/Siena College,86897,center/independent,626,Live Phone,lv,Donald Trump,49.0,626,Donald Trump Joe Biden,0.7884468661708143,2,8.0,3.0,1.1548752214234834,1.1548752214234834,Live Phone,Southwest,West,Southwest
Georgia,2024-05-05,North Star Opinion Research,86896,right,600,Live Phone/Text-to-Web,lv,Robert F. Kennedy,13.0,600,Donald Trump Joe Biden Robert F. Kennedy,0.7718997315912125,3,13.0,1.07,0.8924845242001659,0.8924845242001659,Live Phone + Text-to-Web,Southeast,South,South Atlantic
Georgia,2024-05-05,North Star Opinion Research,86896,right,600,Live Phone/Text-to-Web,lv,Joe Biden,33.0,600,Donald Trump Joe Biden Robert F. Kennedy,0.7718997315912125,3,13.0,1.07,0.8924845242001659,0.8924845242001659,Live Phone + Text-to-Web,Southeast,South,South Atlantic
Georgia,2024-05-05,North Star Opinion Research,86896,right,600,Live Phone/Text-to-Web,lv,Donald Trump,41.0,600,Donald Trump Joe Biden Robert F. Kennedy,0.7718997315912125,3,13.0,1.07,0.8924845242001659,0.8924845242001659,Live Phone + Text-to-Web,Southeast,South,South Atlantic
Tennessee,2024-05-09,SSRS,86998,center/independent,501,Live Phone,rv,Robert F. Kennedy,8.0,501,Donald Trump Joe Biden Robert F. Kennedy,0.7053491180624948,3,16.0,2.09,1.0550944078786664,1.0550944078786664,Live Phone,South,South,East South Central
Tennessee,2024-05-09,SSRS,86998,center/independent,501,Live Phone,rv,Joe Biden,29.0,501,Donald Trump Joe Biden Robert F. Kennedy,0.7053491180624948,3,16.0,2.09,1.0550944078786664,1.0550944078786664,Live Phone,South,South,East South Central
Tennessee,2024-05-09,SSRS,86998,center/independent,501,Live Phone,rv,Donald Trump,47.0,501,Donald Trump Joe Biden Robert F. Kennedy,0.7053491180624948,3,16.0,2.09,1.0550944078786664,1.0550944078786664,Live Phone,South,South,East South Central
New York,2024-05-03,Slingshot Strategies,86893,center/independent,1059,Online Panel,rv,Joe Biden,56.0,1059,Donald Trump Joe Biden,1.0254942858387774,2,7.0,1.42,0.9579146953214736,0.9579146953214736,Online Non-Prob Panel,Northeast,Northeast,Middle Atlantic
New York,2024-05-03,Slingshot Strategies,86893,center/independent,1059,Online Panel,rv,Donald Trump,37.0,1059,Donald Trump Joe Biden,1.0254942858387774,2,7.0,1.42,0.9579146953214736,0.9579146953214736,Online Non-Prob Panel,Northeast,Northeast,Middle Atlantic
Florida,2024-05-07,Cherry Communications,86889,right,609,Live Phone,lv,Robert F. Kennedy,10.0,609,Donald Trump Joe Biden Robert F. Kennedy,0.777667431210183,3,7.0,1.03,0.8840240004625822,0.8840240004625822,Live Phone,Southeast,South,South Atlantic
Florida,2024-05-07,Cherry Communications,86889,right,609,Live Phone,lv,Joe Biden,37.0,609,Donald Trump Joe Biden Robert F. Kennedy,0.777667431210183,3,7.0,1.03,0.8840240004625822,0.8840240004625822,Live Phone,Southeast,South,South Atlantic
Florida,2024-05-07,Cherry Communications,86889,right,609,Live Phone,lv,Donald Trump,46.0,609,Donald Trump Joe Biden Robert F. Kennedy,0.777667431210183,3,7.0,1.03,0.8840240004625822,0.8840240004625822,Live Phone,Southeast,South,South Atlantic
National,2024-05-03,Morning Consult,86862,center/independent,1500,Online Panel,rv,Joe Biden,42.0,4000,Donald Trump Joe Biden,1.836678059957297,2,14.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
National,2024-05-03,Morning Consult,86862,center/independent,1500,Online Panel,rv,Donald Trump,44.0,4000,Donald Trump Joe Biden,1.836678059957297,2,14.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
National,2024-05-03,TIPP Insights,86849,center/independent,1264,Online Panel,rv,Robert F. Kennedy,12.0,1264,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.120363113218999,5,11.0,1.79,1.0150045929265348,1.0150045929265348,Online Non-Prob Panel,,,
National,2024-05-03,TIPP Insights,86849,center/independent,1264,Online Panel,rv,Joe Biden,39.0,1264,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.120363113218999,5,11.0,1.79,1.0150045929265348,1.0150045929265348,Online Non-Prob Panel,,,
National,2024-05-03,TIPP Insights,86849,center/independent,1264,Online Panel,rv,Donald Trump,38.0,1264,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.120363113218999,5,11.0,1.79,1.0150045929265348,1.0150045929265348,Online Non-Prob Panel,,,
National,2024-05-02,Data for Progress,86895,center/independent,1240,Online Panel,lv,Robert F. Kennedy,12.0,1240,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.1096757804136057,6,7.0,2.7,1.124852792320217,1.124852792320217,Online Non-Prob Panel,,,
National,2024-05-02,Data for Progress,86895,center/independent,1240,Online Panel,lv,Joe Biden,40.0,1240,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.1096757804136057,6,7.0,2.7,1.124852792320217,1.124852792320217,Online Non-Prob Panel,,,
National,2024-05-02,Data for Progress,86895,center/independent,1240,Online Panel,lv,Donald Trump,41.0,1240,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.1096757804136057,6,7.0,2.7,1.124852792320217,1.124852792320217,Online Non-Prob Panel,,,
National,2024-05-01,co/efficient,86886,center/independent,1500,Text,lv,Joe Biden,39.0,1755,Donald Trump Joe Biden,1.3201516569013818,2,18.0,1.0,0.8775154057123472,0.8775154057123472,Includes Text-to-Web,,,
National,2024-05-01,co/efficient,86886,center/independent,1500,Text,lv,Donald Trump,43.0,1755,Donald Trump Joe Biden,1.3201516569013818,2,18.0,1.0,0.8775154057123472,0.8775154057123472,Includes Text-to-Web,,,
National,2024-05-03,Suffolk University,86848,center/independent,1000,Live Phone,rv,Robert F. Kennedy,8.0,1000,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9965182684649138,5,18.19999999999999,2.93,1.148078687111369,1.148078687111369,Live Phone,,,
National,2024-05-03,Suffolk University,86848,center/independent,1000,Live Phone,rv,Joe Biden,36.7,1000,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9965182684649138,5,18.19999999999999,2.93,1.148078687111369,1.148078687111369,Live Phone,,,
National,2024-05-03,Suffolk University,86848,center/independent,1000,Live Phone,rv,Donald Trump,37.1,1000,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9965182684649138,5,18.19999999999999,2.93,1.148078687111369,1.148078687111369,Live Phone,,,
National,2024-05-01,Redfield & Wilton Strategies,86836,center/independent,1133,Online Panel,lv,Robert F. Kennedy,7.0,1133,Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.060718686119191,4,9.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,,,
National,2024-05-01,Redfield & Wilton Strategies,86836,center/independent,1133,Online Panel,lv,Joe Biden,41.0,1133,Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.060718686119191,4,9.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,,,
National,2024-05-01,Redfield & Wilton Strategies,86836,center/independent,1133,Online Panel,lv,Donald Trump,43.0,1133,Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.060718686119191,4,9.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,,,
Minnesota,2024-05-01,McLaughlin & Associates,86872,right,600,Live Phone/Text-to-Web,lv,Joe Biden,46.0,600,Donald Trump Joe Biden,0.7718997315912125,2,5.0,0.5,0.7378995589934217,0.7378995589934217,Live Phone + Text-to-Web,Rust Belt,Midwest,East North Central
Minnesota,2024-05-01,McLaughlin & Associates,86872,right,600,Live Phone/Text-to-Web,lv,Donald Trump,49.0,600,Donald Trump Joe Biden,0.7718997315912125,2,5.0,0.5,0.7378995589934217,0.7378995589934217,Live Phone + Text-to-Web,Rust Belt,Midwest,East North Central
Virginia,2024-05-01,McLaughlin & Associates,86871,right,800,Live Phone/Text-to-Web,lv,Joe Biden,48.0,800,Donald Trump Joe Biden,0.8913130356431728,2,8.0,0.5,0.7378995589934217,0.7378995589934217,Live Phone + Text-to-Web,Southeast,South,South Atlantic
Virginia,2024-05-01,McLaughlin & Associates,86871,right,800,Live Phone/Text-to-Web,lv,Donald Trump,44.0,800,Donald Trump Joe Biden,0.8913130356431728,2,8.0,0.5,0.7378995589934217,0.7378995589934217,Live Phone + Text-to-Web,Southeast,South,South Atlantic
National,2024-04-30,Morning Consult,86865,center/independent,1500,Online Panel,rv,Joe Biden,43.0,4000,Donald Trump Joe Biden,1.836678059957297,2,14.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
National,2024-04-30,Morning Consult,86865,center/independent,1500,Online Panel,rv,Donald Trump,43.0,4000,Donald Trump Joe Biden,1.836678059957297,2,14.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
National,2024-04-30,YouGov,86773,center/independent,1479,Online Panel,rv,Robert F. Kennedy,3.0,1479,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.21190716114288,5,10.0,2.98,1.1529455986082322,0.8152556511150644,Online Non-Prob Panel,,,
National,2024-04-30,YouGov,86773,center/independent,1479,Online Panel,rv,Joe Biden,43.0,1479,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.21190716114288,5,10.0,2.98,1.1529455986082322,0.8152556511150644,Online Non-Prob Panel,,,
National,2024-04-30,YouGov,86773,center/independent,1479,Online Panel,rv,Donald Trump,44.0,1479,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.21190716114288,5,10.0,2.98,1.1529455986082322,0.8152556511150644,Online Non-Prob Panel,,,
National,2024-04-30,Ipsos,86769,center/independent,856,Probability Panel,rv,Robert F. Kennedy,8.0,856,Donald Trump Joe Biden Robert F. Kennedy,0.9219813731485952,3,15.0,2.79,1.1341116208309965,0.8019380177120641,Online Prob Panel,,,
National,2024-04-30,Ipsos,86769,center/independent,856,Probability Panel,rv,Joe Biden,39.0,856,Donald Trump Joe Biden Robert F. Kennedy,0.9219813731485952,3,15.0,2.79,1.1341116208309965,0.8019380177120641,Online Prob Panel,,,
National,2024-04-30,Ipsos,86769,center/independent,856,Probability Panel,rv,Donald Trump,38.0,856,Donald Trump Joe Biden Robert F. Kennedy,0.9219813731485952,3,15.0,2.79,1.1341116208309965,0.8019380177120641,Online Prob Panel,,,
Arizona,2024-04-29,Data Orbital,86869,center/independent,550,Live Phone,lv,Robert F. Kennedy,13.5,550,Donald Trump Joe Biden Robert F. Kennedy,0.7390377274952683,3,9.599999999999994,2.93,1.148078687111369,1.148078687111369,Live Phone,Southwest,West,Southwest
Arizona,2024-04-29,Data Orbital,86869,center/independent,550,Live Phone,lv,Joe Biden,38.8,550,Donald Trump Joe Biden Robert F. Kennedy,0.7390377274952683,3,9.599999999999994,2.93,1.148078687111369,1.148078687111369,Live Phone,Southwest,West,Southwest
Arizona,2024-04-29,Data Orbital,86869,center/independent,550,Live Phone,lv,Donald Trump,38.1,550,Donald Trump Joe Biden Robert F. Kennedy,0.7390377274952683,3,9.599999999999994,2.93,1.148078687111369,1.148078687111369,Live Phone,Southwest,West,Southwest
National,2024-05-01,KFF,86950,center/independent,1243,Probability Panel,rv,Joe Biden,46.0,1243,Donald Trump Joe Biden,1.1110173192235562,2,9.0,2.5,1.1034172062044894,1.1034172062044894,Online Prob Panel,,,
National,2024-05-01,KFF,86950,center/independent,1243,Probability Panel,rv,Donald Trump,45.0,1243,Donald Trump Joe Biden,1.1110173192235562,2,9.0,2.5,1.1034172062044894,1.1034172062044894,Online Prob Panel,,,
