sponsors,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,question_id,sample_size,population,partisan,party,candidate_name,pct,da_by_pop,pop_raverage7
Harvard CAPS,Harris Insights & Analytics,1.6,-0.1,Online Panel,7.0,,10/12/2022,2022-10-13,163344.0,2010.0, Registered voters,,REP,Donald Trump,49.0,47.0,40.57142857142857
,,,,,,,,2022-10-13,,,All adults,,,Donald Trump,,39.0,39.0
,Rasmussen Reports,2.1,-0.5,IVR/Online Panel,,,10/12/2022,2022-10-13,163446.0,1000.0,Likely voters,,REP,Donald Trump,44.0,44.0,42.92857142857143
Harvard CAPS,Harris Insights & Analytics,1.6,-0.1,Online Panel,7.0,,10/12/2022,2022-10-13,163343.0,2010.0, Registered voters,,DEM,Joe Biden,43.0,43.0,40.285714285714285
,,,,,,,,2022-10-13,,,All adults,,,Joe Biden,,43.0,43.0
,Rasmussen Reports,2.1,-0.5,IVR/Online Panel,,,10/12/2022,2022-10-13,163446.0,1000.0,Likely voters,,DEM,Joe Biden,40.0,40.0,45.214285714285715
Harvard CAPS,Harris Insights & Analytics,1.6,-0.1,Online Panel,7.0,,10/12/2022,2022-10-13,163344.0,2010.0, Registered voters,,DEM,Kamala Harris,38.0,39.5,35.642857142857146
Harvard CAPS,Harris Insights & Analytics,1.6,-0.1,Online Panel,7.0,,10/12/2022,2022-10-13,163345.0,2010.0, Registered voters,,DEM,Kamala Harris,41.0,39.5,36.285714285714285
,,,,,,,,2022-10-13,,,All adults,,,Kamala Harris,,37.75,37.75
,,,,,,,,2022-10-13,,,Likely voters,,,Kamala Harris,,42.0,50.285714285714285
Harvard CAPS,Harris Insights & Analytics,1.6,-0.1,Online Panel,7.0,,10/12/2022,2022-10-13,163345.0,2010.0, Registered voters,,REP,Ron DeSantis,39.0,39.0,34.42857142857143
,Redfield & Wilton Strategies,1.8,0.3,Online Panel,,,10/12/2022,2022-10-12,163332.0,1500.0, Registered voters,,REP,Donald Trump,35.0,38.0,40.57142857142857
,Redfield & Wilton Strategies,1.8,0.3,Online Panel,,,10/12/2022,2022-10-12,163333.0,1500.0, Registered voters,,REP,Donald Trump,36.0,38.0,39.714285714285715
,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,,10/9/2022,2022-10-12,163483.0,792.0, Registered voters,,REP,Donald Trump,43.0,38.0,38.857142857142854
,,,,,,,,2022-10-12,,,All adults,,,Donald Trump,,39.0,39.0
,Redfield & Wilton Strategies,1.8,0.3,Online Panel,,,10/12/2022,2022-10-12,163334.0,1110.0,Likely voters,,REP,Donald Trump,41.0,43.25,41.964285714285715
,Redfield & Wilton Strategies,1.8,0.3,Online Panel,,,10/12/2022,2022-10-12,163335.0,1110.0,Likely voters,,REP,Donald Trump,42.0,43.25,42.17857142857143
,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,,10/9/2022,2022-10-12,163413.0,792.0,Likely voters,,REP,Donald Trump,45.0,43.25,42.392857142857146
,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,,10/9/2022,2022-10-12,163543.0,792.0,Likely voters,,REP,Donald Trump,45.0,43.25,42.607142857142854
,Redfield & Wilton Strategies,1.8,0.3,Online Panel,,,10/12/2022,2022-10-12,163332.0,1500.0, Registered voters,,DEM,Joe Biden,36.0,39.0,41.142857142857146
,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,,10/9/2022,2022-10-12,163483.0,792.0, Registered voters,,DEM,Joe Biden,42.0,39.0,40.42857142857143
,,,,,,,,2022-10-12,,,All adults,,,Joe Biden,,43.0,43.0
,Redfield & Wilton Strategies,1.8,0.3,Online Panel,,,10/12/2022,2022-10-12,163334.0,1110.0,Likely voters,,DEM,Joe Biden,40.0,42.666666666666664,47.2047619047619
,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,,10/9/2022,2022-10-12,163413.0,792.0,Likely voters,,DEM,Joe Biden,44.0,42.666666666666664,47.54761904761905
,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,,10/9/2022,2022-10-12,163543.0,792.0,Likely voters,,DEM,Joe Biden,44.0,42.666666666666664,46.57142857142857
,Redfield & Wilton Strategies,1.8,0.3,Online Panel,,,10/12/2022,2022-10-12,163333.0,1500.0, Registered voters,,DEM,Kamala Harris,35.0,35.0,35.0
,,,,,,,,2022-10-12,,,All adults,,,Kamala Harris,,37.75,37.75
,Redfield & Wilton Strategies,1.8,0.3,Online Panel,,,10/12/2022,2022-10-12,163335.0,1110.0,Likely voters,,DEM,Kamala Harris,40.0,40.0,52.0
,,,,,,,,2022-10-11,,, Registered voters,,,Donald Trump,,38.0,41.42857142857143
,,,,,,,,2022-10-11,,,All adults,,,Donald Trump,,39.0,39.0
Chicago Sun-Times | WBEZ (Chicago),Public Policy Polling,1.4,0.0,IVR/Text,3.0,Illinois,10/10/2022,2022-10-11,163415.0,770.0,Likely voters,,REP,Donald Trump,42.0,41.75,44.642857142857146
Chicago Sun-Times | WBEZ (Chicago),Public Policy Polling,1.4,0.0,IVR/Text,3.0,Illinois,10/10/2022,2022-10-11,163416.0,770.0,Likely voters,,REP,Donald Trump,42.0,41.75,43.07857142857143
The Federalist,Susquehanna Polling & Research Inc.,2.3,-0.3,Live Phone,8.0,,10/4/2022,2022-10-11,163286.0,800.0,Likely voters,,REP,Donald Trump,44.0,41.75,42.41428571428572
The Federalist,Susquehanna Polling & Research Inc.,2.3,-0.3,Live Phone,8.0,,10/4/2022,2022-10-11,163287.0,800.0,Likely voters,,REP,Donald Trump,39.0,41.75,41.75
Chicago Sun-Times | WBEZ (Chicago),Public Policy Polling,1.4,0.0,IVR/Text,3.0,Illinois,10/10/2022,2022-10-11,163416.0,770.0,Likely voters,,DEM,J.B. Pritzker,51.0,51.0,51.0
,,,,,,,,2022-10-11,,, Registered voters,,,Joe Biden,,39.0,41.857142857142854
,,,,,,,,2022-10-11,,,All adults,,,Joe Biden,,43.0,43.0
Chicago Sun-Times | WBEZ (Chicago),Public Policy Polling,1.4,0.0,IVR/Text,3.0,Illinois,10/10/2022,2022-10-11,163415.0,770.0,Likely voters,,DEM,Joe Biden,51.0,49.5,45.54285714285714
The Federalist,Susquehanna Polling & Research Inc.,2.3,-0.3,Live Phone,8.0,,10/4/2022,2022-10-11,163286.0,800.0,Likely voters,,DEM,Joe Biden,48.0,49.5,46.86190476190476
,,,,,,,,2022-10-11,,, Registered voters,,,Kamala Harris,,35.0,35.0
,,,,,,,,2022-10-11,,,All adults,,,Kamala Harris,,37.75,37.75
The Federalist,Susquehanna Polling & Research Inc.,2.3,-0.3,Live Phone,8.0,,10/4/2022,2022-10-11,163287.0,800.0,Likely voters,,DEM,Kamala Harris,54.0,54.0,54.0
,,,,,,,,2022-10-10,,, Registered voters,,,Donald Trump,,38.0,42.285714285714285
,,,,,,,,2022-10-10,,,All adults,,,Donald Trump,,39.0,39.0
,,,,,,,,2022-10-10,,,Likely voters,,,Donald Trump,,41.75,44.25
,,,,,,,,2022-10-10,,, Registered voters,,,Joe Biden,,39.0,42.57142857142857
,,,,,,,,2022-10-10,,,All adults,,,Joe Biden,,43.0,43.0
,,,,,,,,2022-10-10,,,Likely voters,,,Joe Biden,,49.5,44.3
,,,,,,,,2022-10-10,,, Registered voters,,,Kamala Harris,,35.0,35.0
,,,,,,,,2022-10-10,,,All adults,,,Kamala Harris,,37.75,37.75
,,,,,,,,2022-10-10,,,Likely voters,,,Kamala Harris,,54.0,54.0
,,,,,,,,2022-10-09,,, Registered voters,,,Donald Trump,,38.0,41.714285714285715
,,,,,,,,2022-10-09,,,All adults,,,Donald Trump,,39.0,39.0
,,,,,,,,2022-10-09,,,Likely voters,,,Donald Trump,,41.75,45.285714285714285
,,,,,,,,2022-10-09,,, Registered voters,,,Joe Biden,,39.0,42.57142857142857
,,,,,,,,2022-10-09,,,All adults,,,Joe Biden,,43.0,43.0
,,,,,,,,2022-10-09,,,Likely voters,,,Joe Biden,,49.5,43.05714285714286
,,,,,,,,2022-10-09,,, Registered voters,,,Kamala Harris,,35.0,35.42857142857143
,,,,,,,,2022-10-09,,,All adults,,,Kamala Harris,,37.75,37.75
,,,,,,,,2022-10-09,,,Likely voters,,,Kamala Harris,,54.0,52.142857142857146
Carolina Forward,Public Policy Polling,1.4,0.0,IVR/Text,4.0,North Carolina,10/7/2022,2022-10-08,165776.0,606.0, Registered voters,DEM,REP,Donald Trump,44.0,44.0,41.142857142857146
,,,,,,,,2022-10-08,,,All adults,,,Donald Trump,,39.0,39.0
,,,,,,,,2022-10-08,,,Likely voters,,,Donald Trump,,41.75,46.32142857142857
Carolina Forward,Public Policy Polling,1.4,0.0,IVR/Text,4.0,North Carolina,10/7/2022,2022-10-08,165776.0,606.0, Registered voters,DEM,DEM,Joe Biden,44.0,44.0,43.42857142857143
,,,,,,,,2022-10-08,,,All adults,,,Joe Biden,,43.0,43.0
,,,,,,,,2022-10-08,,,Likely voters,,,Joe Biden,,49.5,41.67142857142857
,,,,,,,,2022-10-08,,, Registered voters,,,Kamala Harris,,35.0,35.857142857142854
,,,,,,,,2022-10-08,,,All adults,,,Kamala Harris,,37.75,37.75
,,,,,,,,2022-10-08,,,Likely voters,,,Kamala Harris,,54.0,50.285714285714285
,,,,,,,,2022-10-07,,, Registered voters,,,Donald Trump,,44.0,41.0
,,,,,,,,2022-10-07,,,All adults,,,Donald Trump,,39.0,39.0
The Hill | WSAV,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web/Email,6.0,Georgia,10/6/2022,2022-10-07,163114.0,1000.0,Likely voters,,REP,Donald Trump,45.2,46.400000000000006,45.44285714285714
WCMH-TV Columbus | The Hill,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web/Email,6.0,Ohio,10/6/2022,2022-10-07,163284.0,1000.0,Likely voters,,REP,Donald Trump,47.6,46.400000000000006,46.214285714285715
,,,,,,,,2022-10-07,,, Registered voters,,,Joe Biden,,44.0,43.57142857142857
,,,,,,,,2022-10-07,,,All adults,,,Joe Biden,,43.0,43.0
The Hill | WSAV,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web/Email,6.0,Georgia,10/6/2022,2022-10-07,163114.0,1000.0,Likely voters,,DEM,Joe Biden,43.4,40.266666666666666,41.92380952380952
WCMH-TV Columbus | The Hill,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web/Email,6.0,Ohio,10/6/2022,2022-10-07,163284.0,1000.0,Likely voters,,DEM,Joe Biden,39.8,40.266666666666666,40.67619047619048
WCMH-TV Columbus | The Hill,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web/Email,6.0,Ohio,10/6/2022,2022-10-07,163285.0,1000.0,Likely voters,,DEM,Joe Biden,37.6,40.266666666666666,40.285714285714285
,,,,,,,,2022-10-07,,, Registered voters,,,Kamala Harris,,35.0,36.285714285714285
,,,,,,,,2022-10-07,,,All adults,,,Kamala Harris,,37.75,37.75
,,,,,,,,2022-10-07,,,Likely voters,,,Kamala Harris,,54.0,48.42857142857143
WCMH-TV Columbus | The Hill,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web/Email,6.0,Ohio,10/6/2022,2022-10-07,163285.0,1000.0,Likely voters,,REP,Ron DeSantis,49.1,49.1,48.1
,,,,,,,,2022-10-06,,, Registered voters,,,Donald Trump,,44.0,40.857142857142854
,,,,,,,,2022-10-06,,,All adults,,,Donald Trump,,39.0,39.0
KWTV-DT Oklahoma City | KOTV-DT Tulsa,SoonerPoll.com,1.8,0.3,IVR/Online Panel,9.0,Oklahoma,10/4/2022,2022-10-06,163521.0,301.0,Likely voters,,REP,Donald Trump,52.7,52.7,43.385714285714286
,,,,,,,,2022-10-06,,, Registered voters,,,Joe Biden,,44.0,43.714285714285715
,,,,,,,,2022-10-06,,,All adults,,,Joe Biden,,43.0,43.0
KWTV-DT Oklahoma City | KOTV-DT Tulsa,SoonerPoll.com,1.8,0.3,IVR/Online Panel,9.0,Oklahoma,10/4/2022,2022-10-06,163521.0,301.0,Likely voters,,DEM,Joe Biden,40.8,40.8,43.285714285714285
,,,,,,,,2022-10-06,,, Registered voters,,,Kamala Harris,,35.0,36.714285714285715
,,,,,,,,2022-10-06,,,All adults,,,Kamala Harris,,37.75,37.75
,,,,,,,,2022-10-06,,,Likely voters,,,Kamala Harris,,54.0,46.57142857142857
,,,,,,,,2022-10-05,,, Registered voters,,,Donald Trump,,44.0,40.714285714285715
,,,,,,,,2022-10-05,,,All adults,,,Donald Trump,,39.0,39.0
,John Zogby Strategies,1.9,-0.1,Online Panel,,,10/5/2022,2022-10-05,163097.0,1006.0,Likely voters,DEM,REP,Donald Trump,39.0,39.0,41.51428571428571
,John Zogby Strategies,1.9,-0.1,Online Panel,,,10/5/2022,2022-10-05,163097.0,1006.0,Likely voters,DEM,DEM,Jerome Michael Segal,40.0,40.0,40.0
,,,,,,,,2022-10-05,,, Registered voters,,,Joe Biden,,44.0,43.857142857142854
,,,,,,,,2022-10-05,,,All adults,,,Joe Biden,,43.0,43.0
,,,,,,,,2022-10-05,,,Likely voters,,,Joe Biden,,40.8,44.57142857142857
,,,,,,,,2022-10-05,,, Registered voters,,,Kamala Harris,,35.0,37.142857142857146
,,,,,,,,2022-10-05,,,All adults,,,Kamala Harris,,37.75,37.75
,,,,,,,,2022-10-05,,,Likely voters,,,Kamala Harris,,54.0,44.714285714285715
,,,,,,,,2022-10-04,,, Registered voters,,,Donald Trump,,44.0,40.57142857142857
,,,,,,,,2022-10-04,,,All adults,,,Donald Trump,,39.0,39.0
Iowans for Tax Relief Foundation,Cygnal,2.1,-1.3,IVR/Text-to-Web,4.0,Iowa,10/2/2022,2022-10-04,162982.0,600.0,Likely voters,REP,REP,Donald Trump,51.0,49.0,40.25714285714286
,Emerson College,2.9,-1.1,IVR/Text-to-Web/Email,6.0,Iowa,10/2/2022,2022-10-04,162989.0,959.0,Likely voters,,REP,Donald Trump,47.0,49.0,41.6
,,,,,,,,2022-10-04,,, Registered voters,,,Joe Biden,,44.0,44.0
,,,,,,,,2022-10-04,,,All adults,,,Joe Biden,,43.0,43.0
Iowans for Tax Relief Foundation,Cygnal,2.1,-1.3,IVR/Text-to-Web,4.0,Iowa,10/2/2022,2022-10-04,162982.0,600.0,Likely voters,REP,DEM,Joe Biden,40.8,39.8,47.285714285714285
,Emerson College,2.9,-1.1,IVR/Text-to-Web/Email,6.0,Iowa,10/2/2022,2022-10-04,162989.0,959.0,Likely voters,,DEM,Joe Biden,38.8,39.8,45.857142857142854
,,,,,,,,2022-10-04,,, Registered voters,,,Kamala Harris,,35.0,37.57142857142857
,,,,,,,,2022-10-04,,,All adults,,,Kamala Harris,,37.75,37.75
,,,,,,,,2022-10-04,,,Likely voters,,,Kamala Harris,,54.0,42.857142857142854
,Redfield & Wilton Strategies,1.8,0.3,Online Panel,,,10/2/2022,2022-10-03,162898.0,1500.0, Registered voters,,REP,Donald Trump,34.0,34.0,42.0
,Redfield & Wilton Strategies,1.8,0.3,Online Panel,,,10/2/2022,2022-10-03,162899.0,1500.0, Registered voters,,REP,Donald Trump,34.0,34.0,40.42857142857143
,,,,,,,,2022-10-03,,,All adults,,,Donald Trump,,39.0,39.142857142857146
,Redfield & Wilton Strategies,1.8,0.3,Online Panel,,,10/2/2022,2022-10-03,162900.0,1128.0,Likely voters,,REP,Donald Trump,41.0,41.0,38.714285714285715
,Redfield & Wilton Strategies,1.8,0.3,Online Panel,,,10/2/2022,2022-10-03,162901.0,1128.0,Likely voters,,REP,Donald Trump,41.0,41.0,38.91428571428571
,Redfield & Wilton Strategies,1.8,0.3,Online Panel,,,10/2/2022,2022-10-03,162898.0,1500.0, Registered voters,,DEM,Joe Biden,39.0,39.0,44.42857142857143
,,,,,,,,2022-10-03,,,All adults,,,Joe Biden,,43.0,42.714285714285715
,Redfield & Wilton Strategies,1.8,0.3,Online Panel,,,10/2/2022,2022-10-03,162900.0,1128.0,Likely voters,,DEM,Joe Biden,43.0,43.0,48.714285714285715
,Redfield & Wilton Strategies,1.8,0.3,Online Panel,,,10/2/2022,2022-10-03,162899.0,1500.0, Registered voters,,DEM,Kamala Harris,38.0,38.0,38.0
,,,,,,,,2022-10-03,,,All adults,,,Kamala Harris,,37.75,37.75
,Redfield & Wilton Strategies,1.8,0.3,Online Panel,,,10/2/2022,2022-10-03,162901.0,1128.0,Likely voters,,DEM,Kamala Harris,41.0,41.0,41.0
WRAL News,SurveyUSA,2.8,-1.3,Online Panel,9.0,North Carolina,9/28/2022,2022-10-02,162745.0,918.0, Registered voters,,REP,Donald Trump,43.0,43.0,43.57142857142857
,,,,,,,,2022-10-02,,,All adults,,,Donald Trump,,39.0,39.285714285714285
WPRI-TV | Roger Williams University,Fleming & Associates,1.9,-0.1,Live Phone,4.0,Rhode Island,9/29/2022,2022-10-02,162984.0,402.0,Likely voters,,REP,Donald Trump,32.0,32.0,40.199999999999996
WRAL News,SurveyUSA,2.8,-1.3,Online Panel,9.0,North Carolina,9/28/2022,2022-10-02,162745.0,918.0, Registered voters,,DEM,Joe Biden,45.0,45.0,45.57142857142857
,,,,,,,,2022-10-02,,,All adults,,,Joe Biden,,43.0,42.42857142857143
WPRI-TV | Roger Williams University,Fleming & Associates,1.9,-0.1,Live Phone,4.0,Rhode Island,9/29/2022,2022-10-02,162984.0,402.0,Likely voters,,DEM,Joe Biden,49.0,49.0,47.857142857142854
,,,,,,,,2022-10-02,,, Registered voters,,,Kamala Harris,,38.0,38.0
,,,,,,,,2022-10-02,,,All adults,,,Kamala Harris,,37.75,37.75
,,,,,,,,2022-10-02,,,Likely voters,,,Kamala Harris,,41.0,41.0
,,,,,,,,2022-10-01,,, Registered voters,,,Donald Trump,,43.0,43.857142857142854
,,,,,,,,2022-10-01,,,All adults,,,Donald Trump,,39.0,39.42857142857143
,Emerson College,2.9,-1.1,IVR/Text-to-Web/Email,6.0,Oregon,9/30/2022,2022-10-01,162807.0,796.0,Likely voters,,REP,Donald Trump,40.5,39.6,43.08571428571429
,Emerson College,2.9,-1.1,IVR/Text-to-Web/Email,6.0,Washington,9/30/2022,2022-10-01,162808.0,782.0,Likely voters,,REP,Donald Trump,38.7,39.6,42.18571428571429
,,,,,,,,2022-10-01,,, Registered voters,,,Joe Biden,,45.0,45.857142857142854
,,,,,,,,2022-10-01,,,All adults,,,Joe Biden,,43.0,42.142857142857146
,Emerson College,2.9,-1.1,IVR/Text-to-Web/Email,6.0,Oregon,9/30/2022,2022-10-01,162807.0,796.0,Likely voters,,DEM,Joe Biden,50.2,49.8,46.57142857142857
,Emerson College,2.9,-1.1,IVR/Text-to-Web/Email,6.0,Washington,9/30/2022,2022-10-01,162808.0,782.0,Likely voters,,DEM,Joe Biden,49.4,49.8,47.271428571428565
,,,,,,,,2022-10-01,,, Registered voters,,,Kamala Harris,,38.0,38.0
,,,,,,,,2022-10-01,,,All adults,,,Kamala Harris,,37.75,37.75
,,,,,,,,2022-10-01,,,Likely voters,,,Kamala Harris,,41.0,41.0
,,,,,,,,2022-09-30,,, Registered voters,,,Donald Trump,,43.0,44.142857142857146
,,,,,,,,2022-09-30,,,All adults,,,Donald Trump,,39.0,39.57142857142857
,,,,,,,,2022-09-30,,,Likely voters,,,Donald Trump,,39.6,43.98571428571428
,,,,,,,,2022-09-30,,, Registered voters,,,Joe Biden,,45.0,46.142857142857146
,,,,,,,,2022-09-30,,,All adults,,,Joe Biden,,43.0,41.857142857142854
,,,,,,,,2022-09-30,,,Likely voters,,,Joe Biden,,49.8,45.87142857142857
,,,,,,,,2022-09-30,,, Registered voters,,,Kamala Harris,,38.0,38.0
,,,,,,,,2022-09-30,,,All adults,,,Kamala Harris,,37.75,37.75
,,,,,,,,2022-09-30,,,Likely voters,,,Kamala Harris,,41.0,41.0
,,,,,,,,2022-09-29,,, Registered voters,,,Donald Trump,,43.0,44.42857142857143
,,,,,,,,2022-09-29,,,All adults,,,Donald Trump,,39.0,39.714285714285715
,,,,,,,,2022-09-29,,,Likely voters,,,Donald Trump,,39.6,43.800000000000004
,,,,,,,,2022-09-29,,, Registered voters,,,Joe Biden,,45.0,46.42857142857143
,,,,,,,,2022-09-29,,,All adults,,,Joe Biden,,43.0,41.57142857142857
,,,,,,,,2022-09-29,,,Likely voters,,,Joe Biden,,49.8,46.04285714285714
,,,,,,,,2022-09-29,,, Registered voters,,,Kamala Harris,,38.0,38.0
,,,,,,,,2022-09-29,,,All adults,,,Kamala Harris,,37.75,37.75
,,,,,,,,2022-09-29,,,Likely voters,,,Kamala Harris,,41.0,41.0
,,,,,,,,2022-09-28,,, Registered voters,,,Donald Trump,,43.0,44.714285714285715
,,,,,,,,2022-09-28,,,All adults,,,Donald Trump,,39.0,39.857142857142854
,,,,,,,,2022-09-28,,,Likely voters,,,Donald Trump,,39.6,45.24285714285714
,,,,,,,,2022-09-28,,, Registered voters,,,Joe Biden,,45.0,46.714285714285715
,,,,,,,,2022-09-28,,,All adults,,,Joe Biden,,43.0,41.285714285714285
,,,,,,,,2022-09-28,,,Likely voters,,,Joe Biden,,49.8,44.99285714285715
,,,,,,,,2022-09-28,,, Registered voters,,,Kamala Harris,,38.0,38.0
,,,,,,,,2022-09-28,,,All adults,,,Kamala Harris,,37.75,37.75
,,,,,,,,2022-09-28,,,Likely voters,,,Kamala Harris,,41.0,41.142857142857146
Yahoo News,YouGov,2.9,-1.1,Online Panel,8.0,,9/23/2022,2022-09-27,162649.0,1138.0, Registered voters,,REP,Donald Trump,45.0,45.0,45.42857142857143
Yahoo News,YouGov,2.9,-1.1,Online Panel,8.0,,9/23/2022,2022-09-27,162648.0,1566.0,All adults,,REP,Donald Trump,40.0,40.0,40.857142857142854
The Hill | WDAF-TV,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web/Email,6.0,Missouri,9/23/2022,2022-09-27,162674.0,1160.0,Likely voters,,REP,Donald Trump,51.4,51.4,46.685714285714276
Yahoo News,YouGov,2.9,-1.1,Online Panel,8.0,,9/23/2022,2022-09-27,162649.0,1138.0, Registered voters,,DEM,Joe Biden,47.0,47.0,46.857142857142854
Yahoo News,YouGov,2.9,-1.1,Online Panel,8.0,,9/23/2022,2022-09-27,162648.0,1566.0,All adults,,DEM,Joe Biden,41.0,41.0,42.0
The Hill | WDAF-TV,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web/Email,6.0,Missouri,9/23/2022,2022-09-27,162674.0,1160.0,Likely voters,,DEM,Joe Biden,37.0,37.0,43.94285714285714
,,,,,,,,2022-09-27,,, Registered voters,,,Kamala Harris,,38.0,38.0
,,,,,,,,2022-09-27,,,All adults,,,Kamala Harris,,37.75,37.75
,,,,,,,,2022-09-27,,,Likely voters,,,Kamala Harris,,41.0,41.285714285714285
,,,,,,,,2022-09-26,,, Registered voters,,,Donald Trump,,45.0,45.857142857142854
,,,,,,,,2022-09-26,,,All adults,,,Donald Trump,,40.0,41.714285714285715
WHTM-TV | The Hill,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web/Email,6.0,Pennsylvania,9/23/2022,2022-09-26,162673.0,1000.0,Likely voters,,REP,Donald Trump,45.9,45.9,46.442857142857136
,,,,,,,,2022-09-26,,, Registered voters,,,Joe Biden,,47.0,46.714285714285715
,,,,,,,,2022-09-26,,,All adults,,,Joe Biden,,41.0,43.0
WHTM-TV | The Hill,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web/Email,6.0,Pennsylvania,9/23/2022,2022-09-26,162673.0,1000.0,Likely voters,,DEM,Joe Biden,44.9,44.9,45.12857142857143
,,,,,,,,2022-09-26,,, Registered voters,,,Kamala Harris,,38.0,38.0
,,,,,,,,2022-09-26,,,All adults,,,Kamala Harris,,37.75,37.75
,,,,,,,,2022-09-26,,,Likely voters,,,Kamala Harris,,41.0,41.42857142857143
,,,,,,,,2022-09-25,,, Registered voters,,,Donald Trump,,45.0,45.57142857142857
,,,,,,,,2022-09-25,,,All adults,,,Donald Trump,,40.0,43.0
,,,,,,,,2022-09-25,,,Likely voters,,,Donald Trump,,45.9,46.15714285714286
,,,,,,,,2022-09-25,,, Registered voters,,,Joe Biden,,47.0,46.714285714285715
,,,,,,,,2022-09-25,,,All adults,,,Joe Biden,,41.0,44.42857142857143
,,,,,,,,2022-09-25,,,Likely voters,,,Joe Biden,,44.9,45.98571428571428
,,,,,,,,2022-09-25,,, Registered voters,,,Kamala Harris,,38.0,38.0
,,,,,,,,2022-09-25,,,All adults,,,Kamala Harris,,37.75,37.75
,,,,,,,,2022-09-25,,,Likely voters,,,Kamala Harris,,41.0,41.57142857142857
,,,,,,,,2022-09-24,,, Registered voters,,,Donald Trump,,45.0,46.57142857142857
,,,,,,,,2022-09-24,,,All adults,,,Donald Trump,,40.0,44.285714285714285
,,,,,,,,2022-09-24,,,Likely voters,,,Donald Trump,,45.9,45.32857142857142
,,,,,,,,2022-09-24,,, Registered voters,,,Joe Biden,,47.0,45.0
,,,,,,,,2022-09-24,,,All adults,,,Joe Biden,,41.0,45.857142857142854
,,,,,,,,2022-09-24,,,Likely voters,,,Joe Biden,,44.9,46.27619047619048
,,,,,,,,2022-09-24,,, Registered voters,,,Kamala Harris,,38.0,38.0
,,,,,,,,2022-09-24,,,All adults,,,Kamala Harris,,37.75,37.75
,,,,,,,,2022-09-24,,,Likely voters,,,Kamala Harris,,41.0,41.771428571428565
,,,,,,,,2022-09-23,,, Registered voters,,,Donald Trump,,45.0,47.57142857142857
,,,,,,,,2022-09-23,,,All adults,,,Donald Trump,,40.0,45.57142857142857
WGN | The Hill,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,6.0,Illinois,9/21/2022,2022-09-23,162601.0,1000.0,Likely voters,,REP,Donald Trump,38.3,38.3,44.67619047619048
,,,,,,,,2022-09-23,,, Registered voters,,,Joe Biden,,47.0,43.285714285714285
,,,,,,,,2022-09-23,,,All adults,,,Joe Biden,,41.0,47.285714285714285
WGN | The Hill,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,6.0,Illinois,9/21/2022,2022-09-23,162601.0,1000.0,Likely voters,,DEM,Joe Biden,51.0,51.0,46.56666666666667
,,,,,,,,2022-09-23,,, Registered voters,,,Kamala Harris,,38.0,38.0
,,,,,,,,2022-09-23,,,All adults,,,Kamala Harris,,37.75,37.75
,,,,,,,,2022-09-23,,,Likely voters,,,Kamala Harris,,41.0,41.971428571428575
,,,,,,,,2022-09-22,,, Registered voters,,,Donald Trump,,45.0,48.57142857142857
,,,,,,,,2022-09-22,,,All adults,,,Donald Trump,,40.0,46.857142857142854
The Hill | Nexstar,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,6.0,Texas,9/20/2022,2022-09-22,162487.0,1000.0,Likely voters,,REP,Donald Trump,49.1,49.699999999999996,43.517857142857146
,McLaughlin & Associates,0.5,1.7,Online Panel,2.0,,9/17/2022,2022-09-22,162039.0,1000.0,Likely voters,,REP,Donald Trump,49.0,49.699999999999996,43.91428571428572
,McLaughlin & Associates,0.5,1.7,Online Panel,2.0,,9/17/2022,2022-09-22,162040.0,1000.0,Likely voters,,REP,Donald Trump,51.0,49.699999999999996,45.10952380952381
,,,,,,,,2022-09-22,,, Registered voters,,,Joe Biden,,47.0,41.57142857142857
,,,,,,,,2022-09-22,,,All adults,,,Joe Biden,,41.0,48.714285714285715
The Hill | Nexstar,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,6.0,Texas,9/20/2022,2022-09-22,162487.0,1000.0,Likely voters,,DEM,Joe Biden,39.9,42.45,45.93928571428571
,McLaughlin & Associates,0.5,1.7,Online Panel,2.0,,9/17/2022,2022-09-22,162039.0,1000.0,Likely voters,,DEM,Joe Biden,45.0,42.45,45.98571428571429
,,,,,,,,2022-09-22,,, Registered voters,,,Kamala Harris,,38.0,38.0
